0~1~2~3~4~5~6~7~8~9~10~11~12~13
"row-fxq9~yv59~8vai"~00000000-0000-0000-207F-615718B36C25~0~1611502581~~1611502581~~{ }~2020-04-21T00:00:00~Albany~33~737~236~7535
row-w7ws_m3c3-vcam~00000000-0000-0000-CA9A-C8DC1C82B1F2~0~1611502581~~1611502581~~{ }~2020-04-22T00:00:00~Albany~21~758~178~7713
row-wvnp_9w75.qujc~00000000-0000-0000-96BB-72AF90591667~0~1611502581~~1611502581~~{ }~2020-04-23T00:00:00~Albany~47~805~319~8032
row-r8yg-57ry.u2qj~00000000-0000-0000-6DE1-716DF28DA41E~0~1611502581~~1611502581~~{ }~2020-04-24T00:00:00~Albany~94~899~626~8658
"row-8zcw.kbsv~234k"~00000000-0000-0000-A9D2-B1BAE1A8DE33~0~1611502581~~1611502581~~{ }~2020-04-25T00:00:00~Albany~49~948~402~9060
"row-t87x~pb2s-ceb5"~00000000-0000-0000-8D2B-91DD20432E64~0~1611502581~~1611502581~~{ }~2020-04-26T00:00:00~Albany~31~979~263~9323
"row-quzn~i6sn_hqdp"~00000000-0000-0000-9A44-D506F8C11BBF~0~1611502581~~1611502581~~{ }~2020-04-27T00:00:00~Albany~30~1009~197~9520
row-rx8t-fjze.dm9f~00000000-0000-0000-836F-DE1FA6F6A0EC~0~1611502581~~1611502581~~{ }~2020-04-28T00:00:00~Albany~58~1067~351~9871
row-b5nn_qusq_c66h~00000000-0000-0000-85AE-D383AEC27BFE~0~1611502581~~1611502581~~{ }~2020-04-29T00:00:00~Albany~98~1165~439~10310
"row-yjst~2xz4_j79p"~00000000-0000-0000-D4B0-E898FFB82055~0~1611502581~~1611502581~~{ }~2020-04-30T00:00:00~Albany~39~1204~378~10688
row-d86k_juy5-cxtc~00000000-0000-0000-A906-6B5CEB2757C6~0~1611502581~~1611502581~~{ }~2020-05-01T00:00:00~Albany~34~1238~434~11122
"row-sdtp_v88s~staq"~00000000-0000-0000-05CD-8C746ED8BDB7~0~1611502581~~1611502581~~{ }~2020-05-02T00:00:00~Albany~20~1258~441~11563
row-4bnm-yugk-cncr~00000000-0000-0000-61A6-FDC5FBC23740~0~1611502581~~1611502581~~{ }~2020-05-03T00:00:00~Albany~29~1287~391~11954
"row-xsu3~jxim~pbgg"~00000000-0000-0000-E0DB-FA43692F6F31~0~1611502581~~1611502581~~{ }~2020-05-04T00:00:00~Albany~7~1294~130~12084
"row-kp9w~38u8_kpue"~00000000-0000-0000-D3D9-3E234AB2EB0B~0~1611502581~~1611502581~~{ }~2020-05-05T00:00:00~Albany~27~1321~367~12451
"row-qj5u_htz5~mq3v"~00000000-0000-0000-79D8-AB1F3FDE8069~0~1611502581~~1611502581~~{ }~2020-05-06T00:00:00~Albany~27~1348~407~12858
row-r6ru-ghij_6rr5~00000000-0000-0000-7692-F0C8A1AAD89F~0~1611502581~~1611502581~~{ }~2020-05-07T00:00:00~Albany~36~1384~385~13243
row-ghhq-9m5i-jrkk~00000000-0000-0000-9CB2-7C3F777307F4~0~1611502581~~1611502581~~{ }~2020-05-08T00:00:00~Albany~32~1416~488~13731
row-evm7.7fz5_nggy~00000000-0000-0000-AB04-7F0400291641~0~1611502581~~1611502581~~{ }~2020-05-09T00:00:00~Albany~16~1432~455~14186
row-ua2b.m5ty_iuew~00000000-0000-0000-DE2C-E26E62912D12~0~1611502581~~1611502581~~{ }~2020-05-10T00:00:00~Albany~24~1456~384~14570
row-7qzv-uun4.aeap~00000000-0000-0000-7418-F08E4EEC42D7~0~1611502581~~1611502581~~{ }~2020-05-11T00:00:00~Albany~23~1479~341~14911
row-wp9p-4n2j-xj3a~00000000-0000-0000-4B28-FC4DF76D7795~0~1611502581~~1611502581~~{ }~2020-05-12T00:00:00~Albany~15~1494~335~15246
"row-sqr3~x4kw-sw4a"~00000000-0000-0000-ABB4-C7AB02F4BBC0~0~1611502581~~1611502581~~{ }~2020-05-13T00:00:00~Albany~15~1509~546~15792
row-436b_4ggh_9n78~00000000-0000-0000-919D-9774F6C299B7~0~1611502581~~1611502581~~{ }~2020-05-14T00:00:00~Albany~29~1538~541~16333
row-s7rh-bvgw.j9zn~00000000-0000-0000-D13B-F41B3CCB824F~0~1611502581~~1611502581~~{ }~2020-05-15T00:00:00~Albany~34~1572~482~16815
"row-pfb2~mqyt-7sdn"~00000000-0000-0000-F8EB-F84694AE8894~0~1611502581~~1611502581~~{ }~2020-05-16T00:00:00~Albany~7~1579~411~17226
"row-8z4z_sinf~gn8n"~00000000-0000-0000-D3E7-1B0B65DA6651~0~1611502581~~1611502581~~{ }~2020-05-17T00:00:00~Albany~31~1610~342~17568
"row-inyw~kc9r.be7v"~00000000-0000-0000-5729-8E41106536F1~0~1611502581~~1611502581~~{ }~2020-05-18T00:00:00~Albany~45~1655~398~17966
row-skmf_fvti-e8vx~00000000-0000-0000-2EB0-4A9366DB189D~0~1611502581~~1611502581~~{ }~2020-05-19T00:00:00~Albany~27~1682~697~18663
row-w2p7-sgyw-erqj~00000000-0000-0000-36A1-360B4C68E9C0~0~1611502581~~1611502581~~{ }~2020-05-20T00:00:00~Albany~18~1700~650~19313
row-qaa7.ds3d_4m6w~00000000-0000-0000-14B7-D07B4C3FAFCA~0~1611502581~~1611502581~~{ }~2020-05-21T00:00:00~Albany~56~1756~920~20233
row-kn76-tggy_ez8n~00000000-0000-0000-2064-18605C812D41~0~1611502581~~1611502581~~{ }~2020-05-22T00:00:00~Albany~14~1770~655~20888
row-a8wd-hjfg.gn2h~00000000-0000-0000-B523-ECB33F04A90C~0~1611502581~~1611502581~~{ }~2020-05-23T00:00:00~Albany~12~1782~438~21326
"row-wdj6~88rq_7wiv"~00000000-0000-0000-40F9-55B4159403D0~0~1611502581~~1611502581~~{ }~2020-05-24T00:00:00~Albany~9~1791~378~21704
"row-fs9u~wkjz-tdw7"~00000000-0000-0000-763D-732C6E18755A~0~1611502581~~1611502581~~{ }~2020-05-25T00:00:00~Albany~2~1793~328~22032
"row-5sw7~gesv-rvq9"~00000000-0000-0000-CFBC-C230F84A400C~0~1611502581~~1611502581~~{ }~2020-05-26T00:00:00~Albany~3~1796~369~22401
"row-kh4d.jw9q~d8nf"~00000000-0000-0000-6F91-A2C6A94F866E~0~1611502581~~1611502581~~{ }~2020-05-27T00:00:00~Albany~18~1814~666~23067
row-rp66-jfa5-gt55~00000000-0000-0000-1A42-4D06671FCDEC~0~1611502581~~1611502581~~{ }~2020-05-28T00:00:00~Albany~20~1834~416~23483
row-dwsy-ddnw-9f6t~00000000-0000-0000-2FFA-0BD5743BFF2D~0~1611502581~~1611502581~~{ }~2020-05-29T00:00:00~Albany~9~1843~521~24004
row-puzd_pstu.74tj~00000000-0000-0000-3065-F05A47A53E1E~0~1611502581~~1611502581~~{ }~2020-05-30T00:00:00~Albany~17~1860~760~24764
row-wkkh_f39z_j2pm~00000000-0000-0000-F162-BF3B2F9B70DF~0~1611502581~~1611502581~~{ }~2020-05-31T00:00:00~Albany~22~1882~537~25301
row-fgag_kzjj_bj2v~00000000-0000-0000-5AA4-CC9C4AE8B1E5~0~1611502581~~1611502581~~{ }~2020-06-01T00:00:00~Albany~18~1900~618~25919
row-qh9d_gmw5.yzf3~00000000-0000-0000-6CAA-BEBD4431AE7B~0~1611502581~~1611502581~~{ }~2020-06-02T00:00:00~Albany~20~1920~1170~27089
"row-bhqu~qbgg-2srk"~00000000-0000-0000-EC3F-6B2F623D30FC~0~1611502581~~1611502581~~{ }~2020-06-03T00:00:00~Albany~10~1930~817~27906
"row-9jqw~jbsi-heed"~00000000-0000-0000-3EDE-E53DA2E06D02~0~1611502581~~1611502581~~{ }~2020-06-04T00:00:00~Albany~11~1941~1179~29085
row-582m_nr9g-kary~00000000-0000-0000-3254-473D3CD0CA07~0~1611502581~~1611502581~~{ }~2020-06-05T00:00:00~Albany~12~1953~1164~30249
row-f65x.qg6w_vnmt~00000000-0000-0000-7CB7-EBEC95AA86A9~0~1611502581~~1611502581~~{ }~2020-06-06T00:00:00~Albany~8~1961~751~31000
row-fnw8.exqs-wizb~00000000-0000-0000-18EE-2716267754D5~0~1611502581~~1611502581~~{ }~2020-06-07T00:00:00~Albany~17~1978~1194~32194
"row-ced4~zqbd_jsrb"~00000000-0000-0000-0FE5-0B671B093368~0~1611502581~~1611502581~~{ }~2020-06-08T00:00:00~Albany~5~1983~616~32810
"row-qcu5~evi8~tv5v"~00000000-0000-0000-639E-7ABFF077BD21~0~1611502581~~1611502581~~{ }~2020-06-09T00:00:00~Albany~3~1986~569~33379
"row-erna-3udb~fdkj"~00000000-0000-0000-4A40-3C38554B14EA~0~1611502581~~1611502581~~{ }~2020-06-10T00:00:00~Albany~10~1996~774~34153
"row-fcdc~z7ep.yfpc"~00000000-0000-0000-A005-BD3B5BB40551~0~1611502581~~1611502581~~{ }~2020-06-11T00:00:00~Albany~11~2007~1103~35256
row-ibp8.39k2_i4zy~00000000-0000-0000-B248-6896D135098F~0~1611502581~~1611502581~~{ }~2020-06-12T00:00:00~Albany~9~2016~739~35995
"row-gz2u~9gih~kyza"~00000000-0000-0000-4DCD-2BA5250E7BC9~0~1611502581~~1611502581~~{ }~2020-06-13T00:00:00~Albany~4~2020~874~36869
"row-8eui~hxia.s3ti"~00000000-0000-0000-BD6F-1160B562C658~0~1611502581~~1611502581~~{ }~2020-06-14T00:00:00~Albany~2~2022~496~37365
row-hsn5-jvf4.runq~00000000-0000-0000-45A9-DA7238486AE7~0~1611502581~~1611502581~~{ }~2020-06-15T00:00:00~Albany~4~2026~577~37942
"row-etka~6zvm~qn2a"~00000000-0000-0000-8FED-299783789ED4~0~1611502581~~1611502581~~{ }~2020-06-16T00:00:00~Albany~3~2029~592~38534
"row-7w9k.2469~8ktg"~00000000-0000-0000-523A-7982D6992858~0~1611502581~~1611502581~~{ }~2020-06-17T00:00:00~Albany~5~2034~843~39377
"row-9nie-ddph~3ey7"~00000000-0000-0000-B0B1-68D719F0F359~0~1611502581~~1611502581~~{ }~2020-06-18T00:00:00~Albany~15~2049~1070~40447
"row-nwbi.5y7e~qmav"~00000000-0000-0000-21DA-7652B35F9088~0~1611502581~~1611502581~~{ }~2020-06-19T00:00:00~Albany~4~2053~610~41057
row-cwhx.tgyd-e6a6~00000000-0000-0000-7826-BB39F358AF87~0~1611502581~~1611502581~~{ }~2020-06-20T00:00:00~Albany~1~2054~784~41841
row-e2ta-gymi_q5dg~00000000-0000-0000-8659-8F22E4EB89E4~0~1611502581~~1611502581~~{ }~2020-06-21T00:00:00~Albany~6~2060~931~42772
row-4nxc.tzh3_w32y~00000000-0000-0000-F8A8-F838FC5B3FC5~0~1611502581~~1611502581~~{ }~2020-06-22T00:00:00~Albany~2~2062~427~43199
row-xwks_x6vb_ig5i~00000000-0000-0000-57CC-2F58184D311A~0~1611502581~~1611502581~~{ }~2020-06-23T00:00:00~Albany~3~2065~586~43785
row-phx4.4xf6.echw~00000000-0000-0000-5058-C45C5F96854D~0~1611502581~~1611502581~~{ }~2020-06-24T00:00:00~Albany~11~2076~1325~45110
row-cjm7_mnj3.erct~00000000-0000-0000-AFA4-4239C763FE1C~0~1611502581~~1611502581~~{ }~2020-06-25T00:00:00~Albany~8~2084~630~45740
"row-5h5y_bgj7~svrz"~00000000-0000-0000-F3F6-ACF1D28417B1~0~1611502581~~1611502581~~{ }~2020-06-26T00:00:00~Albany~7~2091~799~46539
row-ttka_rfzz-qj27~00000000-0000-0000-2225-FA0A78CD6597~0~1611502581~~1611502581~~{ }~2020-06-27T00:00:00~Albany~6~2097~762~47301
"row-k64h~6maj~2n5w"~00000000-0000-0000-5366-AFC18BBB14E9~0~1611502581~~1611502581~~{ }~2020-06-28T00:00:00~Albany~2~2099~514~47815
row-b3it_sfe3.ngfd~00000000-0000-0000-6727-221D102EE60B~0~1611502581~~1611502581~~{ }~2020-06-29T00:00:00~Albany~3~2102~543~48358
"row-hdke.dd47~cuiq"~00000000-0000-0000-B9A4-5CD579089B12~0~1611502581~~1611502581~~{ }~2020-06-30T00:00:00~Albany~10~2112~731~49089
row-djp8-wn3p-rscb~00000000-0000-0000-5355-F048A9BEB8EC~0~1611502581~~1611502581~~{ }~2020-07-01T00:00:00~Albany~13~2125~928~50017
row-nvwd.y2p4_b3ux~00000000-0000-0000-AF54-829BE562AC64~0~1611502581~~1611502581~~{ }~2020-07-02T00:00:00~Albany~5~2130~805~50822
"row-d246_hdjg~fsct"~00000000-0000-0000-6516-7A161B41CD55~0~1611502581~~1611502581~~{ }~2020-07-03T00:00:00~Albany~15~2145~970~51792
"row-aadc-tsb3~fbrg"~00000000-0000-0000-BC09-A583001461C6~0~1611502581~~1611502581~~{ }~2020-07-04T00:00:00~Albany~7~2152~1098~52890
"row-mryr~cbze~5dii"~00000000-0000-0000-2C4D-674FBDD7DB80~0~1611502581~~1611502581~~{ }~2020-07-05T00:00:00~Albany~8~2160~626~53516
"row-zxry~9wy9~u6qu"~00000000-0000-0000-BD2D-383E731AA10E~0~1611502581~~1611502581~~{ }~2020-07-06T00:00:00~Albany~4~2164~421~53937
row-5k7v-buch.y53s~00000000-0000-0000-D145-F880C7884CE0~0~1611502581~~1611502581~~{ }~2020-07-07T00:00:00~Albany~11~2175~1020~54957
"row-6jm4~5h7x.7uqk"~00000000-0000-0000-3481-C6DD8224815C~0~1611502581~~1611502581~~{ }~2020-07-08T00:00:00~Albany~8~2183~1260~56217
row-n7in-9b9s-zyti~00000000-0000-0000-810A-DEFEEDBB03C3~0~1611502581~~1611502581~~{ }~2020-07-09T00:00:00~Albany~7~2190~625~56842
"row-rvt4.cm26~58ik"~00000000-0000-0000-68C0-A633728E3609~0~1611502581~~1611502581~~{ }~2020-07-10T00:00:00~Albany~18~2208~1252~58094
row-msa7.jbsf-h6xg~00000000-0000-0000-A681-2E2AFD75F5B0~0~1611502581~~1611502581~~{ }~2020-07-11T00:00:00~Albany~11~2219~815~58909
"row-jbjc_4udd~vbdb"~00000000-0000-0000-6D59-135FCDA28B73~0~1611502581~~1611502581~~{ }~2020-07-12T00:00:00~Albany~6~2225~594~59503
row-3kqz.9bwy_q6uq~00000000-0000-0000-05B4-E53A52421660~0~1611502581~~1611502581~~{ }~2020-07-13T00:00:00~Albany~22~2247~1139~60642
row-5wuj_bgta_mh7f~00000000-0000-0000-A232-685C1D399385~0~1611502581~~1611502581~~{ }~2020-07-14T00:00:00~Albany~33~2280~860~61502
row-mwvz-c662_mfd4~00000000-0000-0000-0FCC-EEA84BB9BFED~0~1611502581~~1611502581~~{ }~2020-07-15T00:00:00~Albany~10~2290~1065~62567
row-ezqh_x64i-xm63~00000000-0000-0000-C4B7-5173F83BE108~0~1611502581~~1611502581~~{ }~2020-07-16T00:00:00~Albany~20~2310~1098~63665
row-9txg-k5cr_f5n6~00000000-0000-0000-21D2-64B0B181FB3E~0~1611502581~~1611502581~~{ }~2020-07-17T00:00:00~Albany~5~2315~816~64481
row-fr89-p9ic_2j6i~00000000-0000-0000-5EE7-5D5FFC33DED6~0~1611502581~~1611502581~~{ }~2020-07-18T00:00:00~Albany~3~2318~335~64816
"row-bwv3~ra4c-isb7"~00000000-0000-0000-ADC1-50C378519DF1~0~1611502581~~1611502581~~{ }~2020-07-19T00:00:00~Albany~4~2322~877~65693
"row-cifr~ij4u~dyxi"~00000000-0000-0000-9E40-C6760C67B2BC~0~1611502581~~1611502581~~{ }~2020-07-20T00:00:00~Albany~29~2351~1354~67047
row-ptg6-e5xm-svbj~00000000-0000-0000-E91C-D27BCB7DDD50~0~1611502581~~1611502581~~{ }~2020-07-21T00:00:00~Albany~18~2369~981~68028
"row-nuf9~43hi~fjxu"~00000000-0000-0000-72F8-FDA9BC6C21ED~0~1611502581~~1611502581~~{ }~2020-07-22T00:00:00~Albany~32~2401~975~69003
"row-xz6m.7x2c~dsbi"~00000000-0000-0000-26FF-6438A5325EB3~0~1611502581~~1611502581~~{ }~2020-07-23T00:00:00~Albany~25~2426~896~69899
row-ek9a-rhqh.hj6b~00000000-0000-0000-2E3C-BB72C0538702~0~1611502581~~1611502581~~{ }~2020-07-24T00:00:00~Albany~12~2438~632~70531
row-4vjb_urga.twy4~00000000-0000-0000-EA33-A289360525FB~0~1611502581~~1611502581~~{ }~2020-07-25T00:00:00~Albany~13~2451~817~71348
row-ngj2_qipa_f6bi~00000000-0000-0000-D99E-4323BE497F14~0~1611502581~~1611502581~~{ }~2020-07-26T00:00:00~Albany~2~2453~820~72168
"row-hhqe~eacb~kx9y"~00000000-0000-0000-DF9F-642902D5D92D~0~1611502581~~1611502581~~{ }~2020-07-27T00:00:00~Albany~15~2468~929~73097
row-ske3.y2h5_yezv~00000000-0000-0000-8691-97B8A545AD94~0~1611502581~~1611502581~~{ }~2020-07-28T00:00:00~Albany~12~2480~843~73940
row-3tvp-29wd.juv9~00000000-0000-0000-A0C5-F80FFF05E46C~0~1611502581~~1611502581~~{ }~2020-07-29T00:00:00~Albany~13~2493~763~74703
"row-27dj_qxd7~ht98"~00000000-0000-0000-D17C-9E1BF6E8619E~0~1611502581~~1611502581~~{ }~2020-07-30T00:00:00~Albany~10~2503~745~75448
row-sb4k-uj9s_hx8w~00000000-0000-0000-DE3A-1F53D7808FF5~0~1611502581~~1611502581~~{ }~2020-07-31T00:00:00~Albany~12~2515~1055~76503
row-tzx4_betk_77z5~00000000-0000-0000-2F41-E88A7BC93139~0~1611502581~~1611502581~~{ }~2020-08-01T00:00:00~Albany~6~2521~463~76966
row-f8pt-dg4z_ehmx~00000000-0000-0000-8C3A-EA185E0D1B1E~0~1611502581~~1611502581~~{ }~2020-08-02T00:00:00~Albany~10~2531~529~77495
"row-qr6e~mtf4.2kvq"~00000000-0000-0000-8E8E-F853DFB74CF0~0~1611502581~~1611502581~~{ }~2020-08-03T00:00:00~Albany~12~2543~770~78265
row-7gn7.acbp_nnpi~00000000-0000-0000-B091-9547345EA45C~0~1611502581~~1611502581~~{ }~2020-08-04T00:00:00~Albany~13~2556~1218~79483
row-indy_4fu3-sukt~00000000-0000-0000-5F43-04C0D53528C4~0~1611502581~~1611502581~~{ }~2020-08-05T00:00:00~Albany~9~2565~800~80283
row-jtk7_bq5q.4h8d~00000000-0000-0000-468F-EB1313F6877F~0~1611502581~~1611502581~~{ }~2020-08-06T00:00:00~Albany~8~2573~757~81040
row-6cei.bgqx.4pde~00000000-0000-0000-341A-4551F56C2E55~0~1611502581~~1611502581~~{ }~2020-08-07T00:00:00~Albany~8~2581~946~81986
row-kihx-7dqb.7bzz~00000000-0000-0000-5340-4AE0E11BCF9A~0~1611502581~~1611502581~~{ }~2020-08-08T00:00:00~Albany~14~2595~903~82889
row-ewat_5xqx_v6ww~00000000-0000-0000-9C34-2489C2298C28~0~1611502581~~1611502581~~{ }~2020-08-09T00:00:00~Albany~5~2600~739~83628
row-ern3.ejmi-2g7x~00000000-0000-0000-10E4-47E95ED7D6E5~0~1611502581~~1611502581~~{ }~2020-08-10T00:00:00~Albany~14~2614~1127~84755
row-ime7.xeiu_7j9a~00000000-0000-0000-2498-7BC4B7CCAF61~0~1611502581~~1611502581~~{ }~2020-08-11T00:00:00~Albany~10~2624~1451~86206
